scenario_id,schema_sheet_name,finding,category,prior,raw_ovr_lr,fitted_ovr_lr,mult_change,abs_log_change,coherence_gap_abs,rmse_logLR
chest_pain_carter_18,s01_r00_19cat,Patient does not have: Relief with antacids or PPI,Costochondritis,0.28,0.5,2.6150783315378443,5.230156663075689,1.6544412323271829,0.5311874167446935,0.34313316077181016
metrorrhagia_sperle_tier3,s01_r00_9cat,Patient does not have: urinary changes,Perimenopause,0.25,0.2,1.0357466111914408,5.178733055957204,1.6445604425638525,0.6309188120716983,0.6039660965389465
chest_pain_carter_18,s01_r00_19cat,"Patient does not have: pain radiating to arm, neck, or jaw","Gastritis, Esophagitis",0.2,0.6,3.04015394536935,5.06692324228225,1.6227337778260917,0.5037108004541012,0.34199510749680456
erectile_dysfunction_torres_tier1,s01_r00_7cat,Patient does not have: new sexual partner,Psychological,0.20100502512562815,0.5,2.463061920231711,4.926123840463422,1.5945524395494957,0.5983680506616345,0.655225788413306
chest_pain_carter_18,s01_r00_19cat,Patient does not have: hiatal hernia,Pneumonia,0.1,0.8,3.8802511324937528,4.850313915617191,1.5790434277243517,0.5822406530409439,0.41398438293245593
chest_pain_carter_18,s01_r00_19cat,Patient does not have: hiatal hernia,"Acute Coronary Syndrome (e.g. myocardial infarction, unstable angina)",0.1,0.8,3.880251132493751,4.850313915617188,1.5790434277243512,0.5822406530409439,0.41398438293245593
chest_pain_carter_8,s01_r00_8cat,Patient does not have: pain that improves with rest,"GI (e.g. Gastritis, Esophagitis, Esophageal rupture)",0.2,0.8,3.833648989249821,4.792061236562276,1.5669606396468316,0.5530770679591757,0.5394716525097407
erectile_dysfunction_torres_tier1,s01_r00_7cat,Patient does not have: relief of paresthesias with compression socks,Hypogonadism,0.10050251256281408,0.8,3.7265789668325926,4.65822370854074,1.5386341970458584,0.6586623869984805,0.7278757086881283
chest_pain_carter_18,s01_r00_19cat,Patient does not have: new neurologic symptoms,Costochondritis,0.28,0.5,2.3182681420462163,4.636536284092433,1.5339675969780742,0.5384503487718312,0.33820401406715855
chest_pain_carter_8,s01_r00_8cat,Patient does not have: paroxysmal nocturnal dyspnea,MSK (e.g. Costochondritis),0.28,0.8,3.6841316604384833,4.605164575548104,1.5271784075155952,0.5177358477274594,0.49455135738174716
metrorrhagia_sperle_tier3,s01_r00_9cat,Patient has: duration 4 months of change in menstural bleeding,"Benign Uterine Mass (fibroid, adenoma, endometrial hyperplasia, adenomyosis)",0.63,2.5,0.551938036782995,4.529493952928855,1.5106102230846663,0.6972059519956817,0.49941373389644544
chest_pain_carter_18,s01_r00_19cat,Patient does not have: Burning character to symptoms,Costochondritis,0.28,0.5,2.15025313248015,4.3005062649603,1.4587327518064526,0.48787690848506127,0.3107562568587881
chest_pain_carter_8,s01_r00_8cat,Patient has: acute onset chest pain 1 hour,"GI (e.g. Gastritis, Esophagitis, Esophageal rupture)",0.2,10.0,2.329522367358796,4.292725470302293,1.4569218389801541,0.861767351390913,0.5721181838777555
chest_pain_carter_18,s01_r00_19cat,Patient does not have: paroxysmal nocturnal dyspnea,Costochondritis,0.28,0.5,2.0968111408012446,4.193622281602489,1.4335648668127048,0.4825640023622031,0.30672050583572613
chest_pain_carter_18,s01_r00_19cat,"Patient does not have: pleuritic chest pain, pain with breathing","Gastritis, Esophagitis",0.2,0.5,2.0732163048165124,4.146432609633025,1.422248352427605,0.5682088326532517,0.3663823379601685
chest_pain_carter_8,s01_r00_8cat,Patient has: sudden onset of pain,"GI (e.g. Gastritis, Esophagitis, Esophageal rupture)",0.2,7.2,1.738386074058479,4.141772709436577,1.4211238868749159,1.0012276792205563,0.6047176521919023
chest_pain_carter_18,s01_r00_19cat,Patient does not have: weight gain,"Gastritis, Esophagitis",0.2,0.8,3.2759542056994784,4.094942757124348,1.4097527384831166,0.4672253371702675,0.29801804255311876
chest_pain_carter_8,s01_r00_8cat,Patient does not have: episodic chest pain,"GI (e.g. Gastritis, Esophagitis, Esophageal rupture)",0.2,0.6,2.451088356953088,4.08514726158848,1.4073577770106693,0.5738989923059816,0.5508820202435155
erectile_dysfunction_torres_tier1,s01_r00_7cat,Patient has: 1 year of polyuria and polydipsia,Psychological,0.20100502512562815,4.2,1.0615596230174014,3.95644286852379,1.375345356059857,1.2412487827621597,0.8340538699031776
chest_pain_carter_18,s01_r00_19cat,Patient does not have: orthopnea,"Gastritis, Esophagitis",0.2,0.5,1.9678351150757791,3.9356702301515583,1.3700811926900665,0.4933599389837491,0.3325509519422675
chest_pain_carter_18,s01_r00_19cat,Patient does not have: calf tenderness,Costochondritis,0.28,0.5,1.946494119388591,3.892988238777182,1.3591770475030722,0.4572633052080325,0.29097848748947425
chest_pain_carter_18,s01_r00_19cat,"Patient does not have: pleuritic chest pain, pain with breathing",Costochondritis,0.28,0.3,1.1665583215305615,3.8885277384352053,1.3580306125812447,0.5682088326532517,0.3663823379601685
chest_pain_carter_8,s01_r00_8cat,Patient has: acute onset chest pain 1 hour,"Pulmonary (e.g. pneumonia, pneumothorax, post-viral pleurisy, pleural effusion(s))",0.153,10.0,2.5740084189997283,3.884991178034315,1.3571207130407947,0.861767351390913,0.5721181838777555
chest_pain_carter_18,s01_r00_19cat,Patient does not have: difficulty swallowing,Costochondritis,0.28,0.8,3.091822211463647,3.864777764329559,1.35190418085959,0.4451845733480301,0.2718695437078907
chest_pain_carter_8,s01_r00_8cat,Patient does not have: episodic chest pain,"Cardiac ischemic (e.g. ACS, stable angina, coronary vasospasm, supply / demand mismatch, coronary dissection)",0.211,0.5,1.8985695613935076,3.7971391227870153,1.3342479207646338,0.5738989923059816,0.5508820202435155
metrorrhagia_sperle_tier3,s01_r00_9cat,Patient has: irregular menstrual bleeding (no predictable pattern),"Benign Uterine Mass (fibroid, adenoma, endometrial hyperplasia, adenomyosis)",0.63,2.5,0.6635016411999198,3.76788819313067,1.3265146835378505,0.569886408085412,0.4270760751761601
chest_pain_carter_18,s01_r00_19cat,Patient does not have: Pain after meals or when lying flat,"Gastritis, Esophagitis",0.2,0.7,2.629448752747075,3.75635536106725,1.3234491684433742,0.47411306755798355,0.2999398185864271
chest_pain_carter_8,s01_r00_8cat,Patient does not have: pain reproducible on palpation,"Cardiac ischemic (e.g. ACS, stable angina, coronary vasospasm, supply / demand mismatch, coronary dissection)",0.211,0.8,2.9809948284350973,3.7262435355438717,1.315400631166337,0.5213811293293131,0.4815796921252641
chest_pain_carter_18,s01_r00_19cat,Patient does not have: recent surgery,Costochondritis,0.28,0.5,1.8625163438935626,3.725032687787125,1.3150756270378863,0.4711805189665761,0.29429060163023
chest_pain_carter_18,s01_r00_19cat,Patient does not have: pain reproducible on palpation,"Gastritis, Esophagitis",0.2,0.8,2.961061133375815,3.7013264167197684,1.3086912464129743,0.4563294235709211,0.28554029503676626
chest_pain_carter_18,s01_r00_19cat,Patient does not have: prior known aortic aneurysm,"Gastritis, Esophagitis",0.2,0.8,2.9383560560256625,3.672945070032078,1.3009938116568422,0.4436201438944659,0.28089376224136
erectile_dysfunction_torres_tier1,s01_r00_7cat,Patient does not have: paresthesias in other parts of body (outside feet),Diabetes,0.20100502512562815,0.7,2.5619531839455907,3.6599331199222727,1.2974448740010365,0.5294192380276466,0.5344954726272236
metrorrhagia_sperle_tier3,s01_r00_9cat,Patient has: duration 4 months of change in menstural bleeding,Perimenopause,0.25,4.5,1.2710075017468196,3.5404983792899634,1.2642675023465486,0.6972059519956817,0.49941373389644544
chest_pain_carter_18,s01_r00_19cat,Patient does not have: episodic chest pain,"Acute Coronary Syndrome (e.g. myocardial infarction, unstable angina)",0.1,0.7,2.4711224515609924,3.530174930801418,1.2613474251851975,0.6337739050224561,0.4259212553374971
chest_pain_carter_18,s01_r00_19cat,Patient does not have: episodic chest pain,Costochondritis,0.28,0.2,0.7059710843241184,3.5298554216205917,1.2612569130584514,0.6337739050224561,0.4259212553374971
chest_pain_carter_18,s01_r00_19cat,Patient does not have: positional chest pain,Costochondritis,0.28,0.7,2.467260293018442,3.524657561454917,1.259783285858736,0.411000921172594,0.2537665802490226
chest_pain_carter_18,s01_r00_19cat,Patient does not have: new neurologic symptoms,"Gastritis, Esophagitis",0.2,0.45,1.5555198885486203,3.4567108634413786,1.2403175194437694,0.5384503487718312,0.33820401406715855
chest_pain_carter_18,s01_r00_19cat,"Patient has: Substernal, pressure-like pain",Costochondritis,0.28,2.5,0.7254063920758843,3.4463440456401115,1.2373139722516016,0.8801545513672424,0.3635599137156628
chest_pain_carter_18,s01_r00_19cat,Patient does not have: radiation to the back,"Acute Coronary Syndrome (e.g. myocardial infarction, unstable angina)",0.1,0.8,2.748801469156238,3.4360018364452976,1.2343085385937222,0.5148272874378865,0.36296335017357556
chest_pain_carter_18,s01_r00_19cat,Patient does not have: globus sensation,"Gastritis, Esophagitis",0.2,0.5,1.7122089145723947,3.4244178291447893,1.230931480374447,0.47714921385520803,0.3162070716497137
chest_pain_carter_18,s01_r00_19cat,"Patient has: clear lung fields, normal pulmonary exam","Gastritis, Esophagitis",0.2,0.8,2.722285485158475,3.4028568564480937,1.2246153307046104,0.5036338346064747,0.2921928333187619
chest_pain_carter_18,s01_r00_19cat,Patient does not have: known structural heart disease,"Gastritis, Esophagitis",0.2,0.5,1.6993834077937062,3.3987668155874124,1.2234126645322712,0.4615966305021456,0.30901474913693544
chest_pain_carter_18,s01_r00_19cat,"Patient has: clear lung fields, normal pulmonary exam",Costochondritis,0.28,0.5,1.6860872186954836,3.3721744373909672,1.2155577699377114,0.5036338346064747,0.2921928333187619
chest_pain_carter_18,s01_r00_19cat,Patient does not have: Pain reproducible with swallowing,"Acute Coronary Syndrome (e.g. myocardial infarction, unstable angina)",0.1,0.7,2.3586064814052037,3.3694378305788626,1.214745914596989,0.5803634883616904,0.3801838718628347
chest_pain_carter_8,s01_r00_8cat,Patient does not have: tearing chest pain,"Cardiac ischemic (e.g. ACS, stable angina, coronary vasospasm, supply / demand mismatch, coronary dissection)",0.211,0.75,2.5242226693139393,3.3656302257519193,1.2136152340453608,0.5134296766359492,0.46135830686497664
chest_pain_carter_18,s01_r00_19cat,"Patient has: pain location behind sternum, middle of chest",Costochondritis,0.28,2.5,0.743980060949312,3.3603051092659957,1.2120317761816333,0.8685536449699787,0.35716236205555874
chest_pain_carter_8,s01_r00_8cat,Patient does not have: tearing chest pain,MSK (e.g. Costochondritis),0.28,0.5,1.665823582101571,3.331647164203142,1.2034668256012306,0.5134296766359492,0.46135830686497664
chest_pain_carter_8,s01_r00_8cat,Patient has: history of anxiety in 20s,MSK (e.g. Costochondritis),0.28,0.8,2.6651914080105037,3.3314892600131296,1.2034194292461242,0.44303144874557143,0.4040851477701759
chest_pain_carter_18,s01_r00_19cat,Patient has: pain at rest,"Acute Coronary Syndrome (e.g. myocardial infarction, unstable angina)",0.1,10.5,3.1523670116018274,3.330830439906356,1.2032216542552516,0.7185807746140969,0.3139288326251001
chest_pain_carter_18,s01_r00_19cat,Patient does not have: spasmodic character to symptoms,"Gastritis, Esophagitis",0.2,0.8,2.646695190046862,3.3083689875585773,1.1964553149428636,0.4248307499246591,0.26503133222061737
chest_pain_carter_18,s01_r00_19cat,Patient does not have: pain worse with movement,"Gastritis, Esophagitis",0.2,0.6,1.984723812497807,3.3078730208296787,1.1963053909439534,0.46682789776879585,0.29694362171854766
erectile_dysfunction_torres_tier1,s01_r00_7cat,Patient does not have: new sexual partner,Hypogonadism,0.10050251256281408,0.8,2.5915843764692266,3.239480470586533,1.175412968362626,0.5983680506616345,0.655225788413306
chest_pain_carter_18,s01_r00_19cat,Patient does not have: recent altitude change,Costochondritis,0.28,0.5,1.5866619656301666,3.173323931260333,1.1547795972926447,0.41188848875825457,0.2587065931433874
chest_pain_carter_18,s01_r00_19cat,Patient does not have: cough,Costochondritis,0.28,0.5,1.5710632442777082,3.1421264885554163,1.14489979636094,0.4446401171694596,0.2702909257708039
chest_pain_carter_8,s01_r00_8cat,Patient has: sudden onset of pain,"Cardiac ischemic (e.g. ACS, stable angina, coronary vasospasm, supply / demand mismatch, coronary dissection)",0.211,3.2,1.026311457201629,3.117961879452476,1.137179544599486,1.0012276792205563,0.6047176521919023
chest_pain_carter_18,s01_r00_19cat,"Patient has: pain location behind sternum, middle of chest","Gastritis, Esophagitis",0.2,3.2,1.0297457591270551,3.107563174343861,1.133838873832082,0.8685536449699787,0.35716236205555874
erectile_dysfunction_torres_tier1,s01_r00_7cat,Patient has: diminished sensation in toes to ankles bilaterally,Diabetes,0.20100502512562815,10.0,3.24437425091422,3.082258465459753,1.1256625962822615,0.5800765622604664,0.4360621501358427
chest_pain_carter_8,s01_r00_8cat,Patient does not have: calf tenderness,MSK (e.g. Costochondritis),0.28,0.7,2.133115432820927,3.0473077611727533,1.114258499554325,0.43681580396953845,0.39385894879301986
erectile_dysfunction_torres_tier1,s01_r00_7cat,Patient does not have: changes in skin on feet,Medication/substance,0.25125628140703515,0.5,1.5210688947431183,3.0421377894862367,1.1125604885003806,0.5107530481735912,0.5014650064704557
chest_pain_carter_18,s01_r00_19cat,Patient does not have: epigastric pain,Stable angina,0.097,0.75,2.279511733506662,3.0393489780088827,1.1116433405135604,0.5720756086342954,0.38835179864195835
erectile_dysfunction_torres_tier1,s01_r00_7cat,Patient has: trouble getting erections,Psychological,0.20100502512562815,4.8,1.5840718229776833,3.0301656341422234,1.1086172827606229,0.8217957500706023,0.532648662915116
metrorrhagia_sperle_tier3,s01_r00_9cat,Patient has: age 45-55,"Benign Uterine Mass (fibroid, adenoma, endometrial hyperplasia, adenomyosis)",0.63,2.5,0.8254279341122815,3.0287320027382663,1.108144050989224,0.46832921753549495,0.361095779818107
erectile_dysfunction_torres_tier1,s01_r00_7cat,Patient has: wife with some marriage stress,Diabetes,0.20100502512562815,0.8,2.419854099707961,3.024817624634951,1.1068508002884516,0.49210034290553173,0.4725621856903485
chest_pain_carter_18,s01_r00_19cat,"Patient has: takes amlodipine, lisinopril, metformin","Gastritis, Esophagitis",0.2,0.5,1.5109060735984952,3.0218121471969903,1.105856700170243,0.46664031189588395,0.30272473331971084
chest_pain_carter_18,s01_r00_19cat,Patient does not have: heartburn or reflux,Costochondritis,0.28,0.5,1.506474664669914,3.012949329339828,1.102919442661855,0.3945736550108345,0.24814820499994777
erectile_dysfunction_torres_tier1,s01_r00_7cat,Patient does not have: relief of paresthesias with elevation of feet,Diabetes,0.20100502512562815,0.8,2.4102644488457967,3.0128305610572457,1.1028800226084319,0.4829097321237257,0.466331095550518
metrorrhagia_sperle_tier3,s01_r00_9cat,Patient has: increased menstrual bleeding from prior periods,"Benign Uterine Mass (fibroid, adenoma, endometrial hyperplasia, adenomyosis)",0.63,2.5,0.8358267975842418,2.9910503075824493,1.0956245991594713,0.4098033425475436,0.3358377520931667
chest_pain_carter_8,s01_r00_8cat,Patient has: sudden onset of pain,"Pulmonary (e.g. pneumonia, pneumothorax, post-viral pleurisy, pleural effusion(s))",0.153,4.2,1.4123063649519834,2.9738590041281836,1.0898604374077703,1.0012276792205563,0.6047176521919023
erectile_dysfunction_torres_tier1,s01_r00_7cat,Patient does not have: regular check ups or labs,Medication/substance,0.25125628140703515,0.5,1.4782772764433445,2.956554552886689,1.0840245879558639,0.5092935335882922,0.4953427765762751
metrorrhagia_sperle_tier3,s01_r00_9cat,Patient has: irregular menstrual bleeding (no predictable pattern),Perimenopause,0.25,3.5,1.1866118644152837,2.9495744185270425,1.0816608950384587,0.569886408085412,0.4270760751761601
chest_pain_carter_18,s01_r00_19cat,Patient does not have: history of renal failure,"Gastritis, Esophagitis",0.2,0.8,2.344678542400086,2.9308481780001077,1.0752918616836786,0.3862106395631151,0.24172294567133037
chest_pain_carter_18,s01_r00_19cat,Patient does not have: prior MI,"Gastritis, Esophagitis",0.2,0.8,2.34173859120144,2.9271732390018,1.0740371924980283,0.37844485419016105,0.2385837195252107
chest_pain_carter_18,s01_r00_19cat,Patient does not have: hemoptysis,Costochondritis,0.28,0.5,1.459660327006945,2.91932065401389,1.0713509364773752,0.40988115972269,0.25149558116371223
erectile_dysfunction_torres_tier1,s01_r00_7cat,Patient does not have: paresthesias in other parts of body (outside feet),Psychological,0.20100502512562815,0.5,1.4542678257021109,2.9085356514042218,1.067649741953593,0.5294192380276466,0.5344954726272236
chest_pain_carter_18,s01_r00_19cat,Patient does not have: globus sensation,Stable angina,0.097,1.0,2.8828142974250173,2.8828142974250173,1.0587670036177406,0.47714921385520803,0.3162070716497137
chest_pain_carter_18,s01_r00_19cat,"Patient has: Substernal, pressure-like pain","Gastritis, Esophagitis",0.2,2.5,0.868805438665073,2.8775142151979063,1.0569268017226041,0.8801545513672424,0.3635599137156628
chest_pain_carter_18,s01_r00_19cat,Patient does not have: recent surgery,"Gastritis, Esophagitis",0.2,0.5,1.4199523292527223,2.8399046585054446,1.0437704806608106,0.4711805189665761,0.29429060163023
erectile_dysfunction_torres_tier1,s01_r00_7cat,Patient has: worsening polyria and polydipsia,Diabetes,0.20100502512562815,5.2,1.8365661612999014,2.8313709081514915,1.040761014203249,0.7437779259498529,0.4911740759649966
chest_pain_carter_18,s01_r00_19cat,Patient does not have: epigastric pain,Costochondritis,0.28,0.2,0.5659371810780737,2.829685905390368,1.0401657180010089,0.5720756086342954,0.38835179864195835
chest_pain_carter_18,s01_r00_19cat,Patient has: Associated shortness of breath,Costochondritis,0.28,1.5,0.5307731734399797,2.826065963881314,1.038885625773825,0.8075843149156872,0.34947388565721865
chest_pain_carter_8,s01_r00_8cat,"Patient has: clear lung fields, normal pulmonary exam","GI (e.g. Gastritis, Esophagitis, Esophageal rupture)",0.2,1.0,2.8184580501478766,2.8184580501478766,1.0361899446777534,0.43772359351490153,0.3873704447676794
chest_pain_carter_18,s01_r00_19cat,Patient does not have: pain that improves with rest,"Acute Coronary Syndrome (e.g. myocardial infarction, unstable angina)",0.1,2.5,7.044396988611528,2.817758795444611,1.0359418155776816,0.3908325737219036,0.2281463566038539
chest_pain_carter_8,s01_r00_8cat,Patient does not have: pain reproducible on palpation,"GI (e.g. Gastritis, Esophagitis, Esophageal rupture)",0.2,0.5,1.3831480776945142,2.7662961553890284,1.0175092974274882,0.5213811293293131,0.4815796921252641
erectile_dysfunction_torres_tier1,s01_r00_7cat,Patient does not have: regular check ups or labs,Vascular disease (Except T2DM),0.23115577889447236,0.5,1.3762834901187873,2.7525669802375745,1.0125339236465338,0.5092935335882922,0.4953427765762751
erectile_dysfunction_torres_tier1,s01_r00_7cat,Patient has: worsening polyria and polydipsia,Medication/substance,0.25125628140703515,3.5,1.274410460282098,2.7463679160521446,1.010279280909939,0.7437779259498529,0.4911740759649966
erectile_dysfunction_torres_tier1,s01_r00_7cat,Patient does not have: noctural tumescence,Diabetes,0.20100502512562815,0.8,2.1883165103356763,2.7353956379195954,1.006276082786699,0.4822881514478109,0.4500182386564289
chest_pain_carter_8,s01_r00_8cat,Patient does not have: orthopnea,MSK (e.g. Costochondritis),0.28,0.8,2.1804698461705274,2.725587307713159,1.0026839306591628,0.3866390719432895,0.3456613703704788
chest_pain_carter_8,s01_r00_8cat,Patient has: family history of diabetes,MSK (e.g. Costochondritis),0.28,0.5,1.3532464606899757,2.7064929213799513,0.995653671836715,0.43968886285280706,0.3997645426261301
